"Specific Product Standard","Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Currency / Unit","Fairtrade minimum price","Fairtrade premium","Date of validity","Product specific information"
"Herbs and Herbal Teas and Spices","Fresh herbs and dried herbs for tea without specified prices","Organic","","Worldwide","HL","","-","Commercial price","15% of the commercial price","1/Aug/12","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Ginger  (Zingiber sp.)","Conventional","dried","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Ginger  (Zingiber sp.)","Conventional","fresh","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Ginger  (Zingiber sp.)","Organic","Dried","India","SPO","EXW","EUR/kg","2.85","0.3","12/May/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Ginger  (Zingiber sp.)","Organic","Dried","Sri Lanka","SPO","EXW","EUR/kg","2.85","0.3","12/May/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Ginger  (Zingiber sp.)","Organic","dried","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Ginger  (Zingiber sp.)","Organic","Fresh","India","SPO","EXW","EUR/kg","0.57","0.06","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Ginger  (Zingiber sp.)","Organic","Fresh","Sri Lanka","SPO","EXW","EUR/kg","0.57","0.06","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Ginger  (Zingiber sp.)","Organic","fresh","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Herbs and spices without specified prices","Conventional","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Herbs and spices without specified prices","Organic","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Hibiscus  (Hibiscus sabdariffa)","Conventional","","Worldwide","HL","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Hibiscus  (Hibiscus sabdariffa)","Conventional","","Worldwide","SPO","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Hibiscus  (Hibiscus sabdariffa)","Organic","","Worldwide","HL","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Hibiscus  (Hibiscus sabdariffa)","Organic","","Worldwide","SPO","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Mace  (Myristica fragrans)","Conventional","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Mace  (Myristica fragrans)","Organic","","India","SPO","EXW","EUR/kg","5.38","0.15","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Mace  (Myristica fragrans)","Organic","","Sri Lanka","SPO","EXW","EUR/kg","5.38","0.15","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Mace  (Myristica fragrans)","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Mint  (Mentha sp.)","Conventional","","Worldwide","HL","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Mint  (Mentha sp.)","Conventional","","Worldwide","SPO","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Mint  (Mentha sp.)","Organic","","Worldwide","HL","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Mint  (Mentha sp.)","Organic","","Worldwide","SPO","","EUR/kg","Commercial price","0.5","before 2004","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Nutmeg  (Myristica fragrans)","Conventional","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Nutmeg  (Myristica fragrans)","Organic","","India","SPO","EXW","EUR/kg","1.74","0.24","4/May/06","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Nutmeg  (Myristica fragrans)","Organic","","Sri Lanka","SPO","EXW","EUR/kg","1.74","0.24","4/May/06","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Nutmeg  (Myristica fragrans)","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Pepper, black  (Piper Nigrum L.)","Conventional","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Pepper, black  (Piper Nigrum L.)","Organic","","India","SPO","EXW","EUR/kg","1.13","0.08","4/May/06","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Pepper, black  (Piper Nigrum L.)","Organic","","Sri Lanka","SPO","EXW","EUR/kg","1.13","0.08","4/May/06","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Pepper, black  (Piper Nigrum L.)","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Pepper, white  (Piper Nigrum L.)","Conventional","","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Pepper, white  (Piper Nigrum L.)","Organic","","India","SPO","EXW","EUR/kg","1.81","0.19","4/May/06","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Pepper, white  (Piper Nigrum L.)","Organic","","Sri Lanka","SPO","EXW","EUR/kg","1.81","0.19","4/May/06","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Pepper, white  (Piper Nigrum L.)","Organic","","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Rooibos  (Aspalathus linearis)","Conventional","","South Africa","HL","EXW","ZAR/kg","13","12","1/Jan/08","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Rooibos  (Aspalathus linearis)","Conventional","","South Africa","HL","FOB","ZAR/kg","18","12","1/Jan/08","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Rooibos  (Aspalathus linearis)","Conventional","","South Africa","SPO","EXW","ZAR/kg","20","5","1/Jan/08","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Rooibos  (Aspalathus linearis)","Conventional","","South Africa","SPO","FOB","ZAR/kg","25","5","1/Jan/08","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Rooibos  (Aspalathus linearis)","Organic","","South Africa","HL","EXW","ZAR/kg","18","12","1/Jan/08","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Rooibos  (Aspalathus linearis)","Organic","","South Africa","HL","FOB","ZAR/kg","23","12","1/Jan/08","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Rooibos  (Aspalathus linearis)","Organic","","South Africa","SPO","EXW","ZAR/kg","25","5","1/Jan/08","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Rooibos  (Aspalathus linearis)","Organic","","South Africa","SPO","FOB","ZAR/kg","30","5","1/Jan/08","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Saffron  (Crocus sativus)","Conventional","","Worldwide","SPO","","-","Commercial price","10% of the commercial price","19/Jul/12","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Saffron  (Crocus sativus)","Organic","","Worldwide","SPO","","-","Commercial price","10% of the commercial price","19/Jul/12","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Turmeric  (Curcuma sp.)","Conventional","dried","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Turmeric  (Curcuma sp.)","Conventional","fresh","Worldwide","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Turmeric  (Curcuma sp.)","Organic","dried","India","SPO","EXW","EUR/kg","1","0.03","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Turmeric  (Curcuma sp.)","Organic","dried","Sri Lanka","SPO","EXW","EUR/kg","1","0.03","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Turmeric  (Curcuma sp.)","Organic","dried","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Turmeric  (Curcuma sp.)","Organic","Fresh","India","SPO","EXW","EUR/kg","0.21","0.03","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Turmeric  (Curcuma sp.)","Organic","Fresh","Sri Lanka","SPO","EXW","EUR/kg","0.21","0.03","21/Mar/05","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Turmeric  (Curcuma sp.)","Organic","fresh","worldwide (exc. India and Sri Lanka)","SPO","","-","Commercial price","15% of the commercial price","22/Jul/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Cured","Africa","SPO","EXW","USD/kg","41","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Cured","Central America and Mexico","SPO","EXW","USD/kg","41","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Cured","Pacific","SPO","EXW","USD/kg","39","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Cured","South-Eastern Asia","SPO","EXW","USD/kg","39","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Cured","Southern Asia","SPO","EXW","USD/kg","41","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Green","Africa","SPO","EXW","USD/kg","5.1","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Green","Central America and Mexico","SPO","EXW","USD/kg","5.1","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Green","Pacific","SPO","EXW","USD/kg","4.9","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Green","South-Eastern Asia","SPO","EXW","USD/kg","4.9","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Conventional","Green","Southern Asia","SPO","EXW","USD/kg","5.1","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Cured","Africa","SPO","EXW","USD/kg","45","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Cured","Central America and Mexico","SPO","EXW","USD/kg","45","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Cured","Pacific","SPO","EXW","USD/kg","43","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Cured","South-Eastern Asia","SPO","EXW","USD/kg","43","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Cured","Southern Asia","SPO","EXW","USD/kg","45","6.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Green","Africa","SPO","EXW","USD/kg","5.6","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Green","Central America and Mexico","SPO","EXW","USD/kg","5.6","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Green","Pacific","SPO","EXW","USD/kg","5.4","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Green","South-Eastern Asia","SPO","EXW","USD/kg","5.4","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Herbs and Herbal Teas and Spices","Vanilla  (Vanilla sp.)","Organic","Green","Southern Asia","SPO","EXW","USD/kg","5.6","0.5","1/Jun/09","Look at the product description in the specific product standard"
"Honey","Honey","Conventional","A Quality","Worldwide","SPO","FOB","USD/kg","2.55","0.2","1/Jan/11",""
"Honey","Honey","Conventional","B Quality","Worldwide","SPO","FOB","USD/kg","2.3","0.2","1/Jan/11",""
"Honey","Honey","Organic","A Quality","Worldwide","SPO","FOB","USD/kg","2.95","0.2","1/Jan/11",""
"Honey","Honey","Organic","B Quality","Worldwide","SPO","FOB","USD/kg","2.66","0.2","1/Jan/11",""
"Nuts","Almond","Conventional","in shell","Pakistan","CP","EXW","GBP/kg","0.28","0.05","15/Nov/07","excluding transport to processing plant"
"Nuts","Almond","Conventional","shelled","Worldwide","SPO","EXW","USD/kg","Commercial price","0.95","19/Sep/11",""
"Nuts","Almond","Organic","shelled","Worldwide","SPO","EXW","USD/kg","Commercial price","0.95","19/Sep/11",""
"Nuts","Apricot  (Prunus armeniaca L.)","Conventional","seed","Pakistan","CP","EXW","GBP/kg","0.36","0.1","15/Nov/07","excluding transport to processing plant"
"Nuts","Apricot  (Prunus armeniaca L.)","Organic","seed","Pakistan","CP","EXW","GBP/kg","0.38","0.1","15/Nov/07","excluding transport to processing plant"
"Nuts","Brazil Nut","Conventional","processed: outer pod and individual shells removed","Worldwide","SPO","EXW","USD/pound","3.1","0.35","23/May/16",""
"Nuts","Brazil Nut","Conventional","processed: outer pod and individual shells removed","Worldwide","SPO","FOB","USD/pound","3.2","0.35","23/May/16",""
"Nuts","Brazil Nut","Conventional","unprocessed: outer pod removed only","Worldwide","SPO","EXW","USD/pound","0.57","0.11","15/Dec/15",""
"Nuts","Brazil Nut","Organic","processed: outer pod and individual shells removed","Worldwide","SPO","EXW","USD/pound","3.3","0.35","23/May/16",""
"Nuts","Brazil Nut","Organic","processed: outer pod and individual shells removed","Worldwide","SPO","FOB","USD/pound","3.4","0.35","23/May/16",""
"Nuts","Brazil Nut","Organic","unprocessed: outer pod removed only","Worldwide","SPO","EXW","USD/pound","0.65","0.11","15/Dec/15",""
"Nuts","Cashew nut","Conventional","kernel; DW","Worldwide","SPO","FOB","USD/pound","2.28","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; pieces","Worldwide","SPO","FOB","USD/pound","2.14","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; splits and LWP","Worldwide","SPO","FOB","USD/pound","2.89","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; SSW","Worldwide","SPO","FOB","USD/pound","2.6","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; SW","Worldwide","SPO","FOB","USD/pound","2.19","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; SW210","Worldwide","SPO","FOB","USD/pound","3.82","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; SW240","Worldwide","SPO","FOB","USD/pound","3.73","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; SW320","Worldwide","SPO","FOB","USD/pound","3.05","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; SW450","Worldwide","SPO","FOB","USD/pound","2.68","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; W180","Worldwide","SPO","FOB","USD/pound","4.37","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; W210","Worldwide","SPO","FOB","USD/pound","3.92","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; W240","Worldwide","SPO","FOB","USD/pound","3.66","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; W320","Worldwide","SPO","FOB","USD/pound","3.21","0.15","2/Oct/10",""
"Nuts","Cashew nut","Conventional","kernel; W450","Worldwide","SPO","FOB","USD/pound","3.01","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; DW","Worldwide","SPO","FOB","USD/pound","2.57","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; pieces","Worldwide","SPO","FOB","USD/pound","2.41","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; splits and LWP","Worldwide","SPO","FOB","USD/pound","3.25","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; SSW","Worldwide","SPO","FOB","USD/pound","2.93","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; SW","Worldwide","SPO","FOB","USD/pound","2.46","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; SW210","Worldwide","SPO","FOB","USD/pound","4.3","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; SW240","Worldwide","SPO","FOB","USD/pound","4.12","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; SW320","Worldwide","SPO","FOB","USD/pound","3.44","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; SW450","Worldwide","SPO","FOB","USD/pound","3.11","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; W180","Worldwide","SPO","FOB","USD/pound","4.93","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; W210","Worldwide","SPO","FOB","USD/pound","4.43","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; W240","Worldwide","SPO","FOB","USD/pound","4.08","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; W320","Worldwide","SPO","FOB","USD/pound","3.62","0.15","2/Oct/10",""
"Nuts","Cashew nut","Organic","kernel; W450","Worldwide","SPO","FOB","USD/pound","3.4","0.15","2/Oct/10",""
"Nuts","Cashew nut; raw","Conventional","kor 48 & 201-210 nut count/kg","Africa","SPO","EXW","USD/kg","0.55","0.07","15/Jan/13","refer to the explanation in the product standard"
"Nuts","Cashew nut; raw","Conventional","nut count/kg≠210-201 & kor ≠ 48","Africa","SPO","EXW","USD/kg","refer to formula in product standards","0.07","15/Jan/13","refer to the explanation in the product standard"
"Nuts","Cashew nut; raw","Organic","kor 48 & 201-210 nut count/kg","Africa","SPO","EXW","USD/kg","0.63","0.07","15/Jan/13","refer to the explanation in the product standard"
"Nuts","Cashew nut; raw","Organic","nut count/kg≠210-201 & kor ≠ 48","Africa","SPO","EXW","USD/kg","refer to formula in product standards","0.07","15/Jan/13","refer to the explanation in the product standard"
"Nuts","Chestnut","Conventional","dried; semi-processed","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","13/Jun/17",""
"Nuts","Chestnut","Organic","dried; semi-processed","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","13/Jun/17",""
"Nuts","Macadamia Nut","Conventional","kernel; Style 0","Worldwide","SPO","FOB","USD/kg","11.49","0.36","2/Feb/12","style 0: Whole kernels > 95%; Size > 19mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style 1","Worldwide","SPO","FOB","USD/kg","10.52","0.36","2/Feb/12","style 1: Contains minimum 95% whole kernels of 19mm - 17mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style 2","Worldwide","SPO","FOB","USD/kg","9.46","0.36","2/Feb/12","style 2: Whole kernels = 50% + halves and pieces = 50%; size > 12.75mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style 3","Worldwide","SPO","FOB","USD/kg","7.83","0.36","2/Feb/12","style 3: Whole kernel > 30%; size > 12.75mm. Rest with size > 12.75mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style 4","Worldwide","SPO","FOB","USD/kg","6.61","0.36","2/Feb/12","style 4: Halves > 90%; Whole kernel<5%; size > 12.75mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style 5","Worldwide","SPO","FOB","USD/kg","6.27","0.36","2/Feb/12","style 5: Tidbits of 12.75mm  - 9mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style 6","Worldwide","SPO","FOB","USD/kg","5.93","0.36","2/Feb/12","style 6: Chips from 9mm - 5mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style 7","Worldwide","SPO","FOB","USD/kg","5.67","0.36","2/Feb/12","style 7: Bits from 3mm - 6mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style 8","Worldwide","SPO","FOB","USD/kg","4.72","0.36","2/Feb/12","style 8: Fines smaller than 3mm"
"Nuts","Macadamia Nut","Conventional","kernel; Style s","Worldwide","SPO","FOB","USD/kg","9.99","0.36","2/Feb/12","style s: Whole kernels (17mm-12.75mm) > 90%. Kernel (<12.75mm) < 5%"
"Nuts","Macadamia Nut","Organic","kernel; Style 0","Worldwide","SPO","FOB","USD/kg","12.86","0.36","2/Feb/12","style 0: Whole kernels > 95%; Size > 19mm"
"Nuts","Macadamia Nut","Organic","kernel; Style 1","Worldwide","SPO","FOB","USD/kg","11.78","0.36","2/Feb/12","style 1: Contains minimum 95% whole kernels of 19mm - 17mm"
"Nuts","Macadamia Nut","Organic","kernel; Style 2","Worldwide","SPO","FOB","USD/kg","10.59","0.36","2/Feb/12","style 2: Whole kernels = 50% + halves and pieces = 50%; size > 12.75mm"
"Nuts","Macadamia Nut","Organic","kernel; Style 3","Worldwide","SPO","FOB","USD/kg","8.77","0.36","2/Feb/12","style 3: Whole kernel > 30%; size > 12.75mm. Rest with size > 12.75mm"
"Nuts","Macadamia Nut","Organic","kernel; Style 4","Worldwide","SPO","FOB","USD/kg","7.4","0.36","2/Feb/12","style 4: Halves > 90%; Whole kernel<5%; size > 12.75mm"
"Nuts","Macadamia Nut","Organic","kernel; Style 5","Worldwide","SPO","FOB","USD/kg","7.02","0.36","2/Feb/12","style 5: Tidbits of 12.75mm  - 9mm"
"Nuts","Macadamia Nut","Organic","kernel; Style 6","Worldwide","SPO","FOB","USD/kg","6.65","0.36","2/Feb/12","style 6: Chips from 9mm - 5mm"
"Nuts","Macadamia Nut","Organic","kernel; Style 7","Worldwide","SPO","FOB","USD/kg","6.35","0.36","2/Feb/12","style 7: Bits from 3mm - 6mm"
"Nuts","Macadamia Nut","Organic","kernel; Style 8","Worldwide","SPO","FOB","USD/kg","5.28","0.36","2/Feb/12","style 8: Fines smaller than 3mm"
"Nuts","Macadamia Nut","Organic","kernel; Style s","Worldwide","SPO","FOB","USD/kg","11.19","0.36","2/Feb/12","style s: Whole kernels (17mm-12.75mm) > 90%. Kernel (<12.75mm) < 5%"
"Nuts","Peanut","Conventional","","Worldwide","SPO","FOB","USD/MT","670","110","before 2004",""
"Nuts","Peanut","Organic","","Worldwide","SPO","FOB","USD/MT","820","110","before 2004",""
"Nuts","Walnut","Conventional","halves","South America","SPO","EXW","EUR/kg","7.94","1.22","1/Dec/09",""
"Nuts","Walnut","Conventional","halves","South America","SPO","FOB","EUR/kg","8.11","1.22","1/Dec/09",""
"Nuts","Walnut","Conventional","in pieces","South America","SPO","EXW","EUR/kg","4.96","0.76","1/Dec/09",""
"Nuts","Walnut","Conventional","in pieces","South America","SPO","FOB","EUR/kg","5.07","0.76","1/Dec/09",""
"Nuts","Walnut","Conventional","in shell","Central Asia","SPO","EXW","USD/kg","1.06","0.2","18/Dec/12",""
"Nuts","Walnut","Conventional","in shell","South America","SPO","EXW","EUR/kg","3.24","0.51","1/Dec/09",""
"Nuts","Walnut","Conventional","in shell","South America","SPO","FOB","EUR/kg","3.39","0.51","1/Dec/09",""
"Nuts","Walnut","Conventional","Mixed halves; quarters and pieces; extra light","Central Asia","SPO","EXW","USD/kg","5.1","0.75","18/Dec/12",""
"Nuts","Walnut","Conventional","Mixed halves; quarters and pieces; light","Central Asia","SPO","EXW","USD/kg","4.25","0.75","18/Dec/12",""
"Nuts","Walnut","Conventional","quarters","South America","SPO","EXW","EUR/kg","6.73","1.03","1/Dec/09",""
"Nuts","Walnut","Conventional","quarters","South America","SPO","FOB","EUR/kg","6.88","1.03","1/Dec/09",""
"Nuts","Walnut","Organic","halves","South America","SPO","EXW","EUR/kg","9.13","1.22","1/Dec/09",""
"Nuts","Walnut","Organic","halves","South America","SPO","FOB","EUR/kg","9.33","1.22","1/Dec/09",""
"Nuts","Walnut","Organic","in pieces","South America","SPO","EXW","EUR/kg","5.7","0.76","1/Dec/09",""
"Nuts","Walnut","Organic","in pieces","South America","SPO","FOB","EUR/kg","5.83","0.76","1/Dec/09",""
"Nuts","Walnut","Organic","in shell","Central Asia","SPO","EXW","USD/kg","1.25","0.2","18/Dec/12",""
"Nuts","Walnut","Organic","in shell","Pakistan","CP","EXW","GBP/kg","0.21","0.05","15/Nov/07","excluding transport to processing plant"
"Nuts","Walnut","Organic","in shell","South America","SPO","EXW","EUR/kg","3.73","0.51","1/Dec/09",""
"Nuts","Walnut","Organic","in shell","South America","SPO","FOB","EUR/kg","3.9","0.51","1/Dec/09",""
"Nuts","Walnut","Organic","Mixed halves; quarters and pieces; extra light","Central Asia","SPO","EXW","USD/kg","6","0.75","18/Dec/12",""
"Nuts","Walnut","Organic","Mixed halves; quarters and pieces; light","Central Asia","SPO","EXW","USD/kg","5","0.75","18/Dec/12",""
"Nuts","Walnut","Organic","quarters","South America","SPO","EXW","EUR/kg","7.74","1.03","1/Dec/09",""
"Nuts","Walnut","Organic","quarters","South America","SPO","FOB","EUR/kg","7.91","1.03","1/Dec/09",""
"Oilseeds and Oleaginous fruit","Argan Oil","Conventional","","Morocco","SPO","EXW","EUR/litres","23.5","3.53","1/Nov/10",""
"Oilseeds and Oleaginous fruit","Argan Oil","Organic","","Morocco","SPO","EXW","EUR/litres","23.7","3.53","1/Nov/10",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","by-products","Worldwide (exc. Pacific)","SPO / HL","EXW","-","Commercial price","15% of the commercial price","1/Dec/09",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","for drying; whole dry with shell","Pacific","SPO","EXW","USD/nut","0.08","0.01","19/Nov/12",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","for drying; whole dry with shell","Worldwide (exc. Pacific)","SPO","EXW","USD/nut","0.14","0.02","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","for processing; whole brown nut","Pacific","SPO","EXW","USD/nut","0.08","0.01","19/Nov/12",""
